state,round,year,area,section,indicator,harmonized_indicator,value,data_flag,source
India,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),57.03,,NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),57.24,,NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),57.64,,NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),57.48,,NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),57.77,,NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),59.31,,NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),58.83,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),36.48,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),41.01,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),40.27,,NFHS-5 xls
Assam,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),65.23,,NFHS-5 xls
Assam,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),65.96,,NFHS-5 xls
Assam,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),65.86,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),65.58,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),63.14,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),63.52,,NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),60.25,,NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),64.0,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),60.3,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),56.54,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),62.15,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),60.82,,NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),60.45,,NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),64.36,,NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),62.51,,NFHS-5 xls
Goa,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),40.03,,NFHS-5 xls
Goa,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),37.36,,NFHS-5 xls
Goa,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),38.95,,NFHS-5 xls
Gujarat,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),61.26,,NFHS-5 xls
Gujarat,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),67.63,,NFHS-5 xls
Gujarat,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),64.98,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),57.39,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),61.9,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),60.41,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),51.02,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),53.33,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),53.02,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),61.41,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),67.51,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),65.89,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),61.08,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),66.66,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),65.3,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),43.91,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),50.26,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),47.76,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),36.95,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),35.78,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),36.34,,NFHS-5 xls
Ladakh,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),89.45,,NFHS-5 xls
Ladakh,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),93.53,,NFHS-5 xls
Ladakh,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),92.76,,NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),26.42,,NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),23.74,,NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),25.8,,NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),51.5,,NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),55.82,,NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),54.66,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),52.04,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),56.06,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),54.24,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),30.5,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),28.79,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),29.44,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),51.78,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),54.32,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),53.79,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),30.81,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),39.88,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),34.77,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),27.27,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),29.76,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),28.88,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),49.69,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),58.62,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),49.91,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),61.52,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),64.87,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),64.28,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),52.26,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),61.39,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),55.14,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),58.97,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),58.46,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),58.65,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),49.93,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),55.74,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),54.35,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),42.36,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),41.86,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),42.05,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),51.25,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),55.32,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),53.41,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),55.21,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),58.9,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),57.62,,NFHS-5 xls
Tripura,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),66.05,,NFHS-5 xls
Tripura,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),67.59,,NFHS-5 xls
Tripura,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),67.15,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),50.07,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),50.53,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),50.42,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),45.8,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),41.1,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),42.56,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),65.06,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),74.41,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Total,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),71.39,,NFHS-5 xls
India,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,56.47,,NFHS-5 xls
India,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,60.15,,NFHS-5 xls
India,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,59.14,,NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,44.1,,NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,45.47,,NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,44.92,,NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,62.32,,NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,59.05,,NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,60.07,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,43.45,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,49.56,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,48.48,,NFHS-5 xls
Assam,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,67.36,,NFHS-5 xls
Assam,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,66.97,,NFHS-5 xls
Assam,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,67.01,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,67.19,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,65.44,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,65.68,,NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,57.48,,NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,,,NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,57.67,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,62.18,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,61.24,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,61.44,,NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,60.07,,NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,66.26,,NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,63.9,,NFHS-5 xls
Goa,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,43.54,,NFHS-5 xls
Goa,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,45.67,,NFHS-5 xls
Goa,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,44.49,,NFHS-5 xls
Gujarat,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,63.0,,NFHS-5 xls
Gujarat,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,72.34,,NFHS-5 xls
Gujarat,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,68.98,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,59.34,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,63.51,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,62.26,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,59.76,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,52.31,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,53.2,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,71.54,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,77.46,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,76.19,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,63.21,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,66.51,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,65.75,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,48.02,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,50.19,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,49.39,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,33.55,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,31.57,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,32.53,,NFHS-5 xls
Ladakh,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,92.35,,NFHS-5 xls
Ladakh,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,97.82,,NFHS-5 xls
Ladakh,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,96.92,,NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,31.22,,NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,31.87,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,31.36,,NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,57.4,,NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,58.33,,NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,58.11,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,56.38,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,57.73,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,57.15,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,30.41,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,26.67,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,27.92,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,44.6,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,54.55,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,52.54,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,30.33,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,40.84,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,34.92,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Urban,,All women age 15-19 years who are anaemic22 (%),,33.99,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Rural,,All women age 15-19 years who are anaemic22 (%),,33.88,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Total,,All women age 15-19 years who are anaemic22 (%),,33.92,,NFHS-5 xls
